Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied"
9/24/2020 4:01,"Sars Center, University of Bergen",Norway,Evolution & Development,11/30/2020,https://www.jobbnorge.no/en/available-jobs/job/188815/group-leader-positions-sars-centre-6-year-contracts,Asst Prof,Fixed Term,10/8/2020 19:32,"1) A contract of six years will be offered to successful candidates, with excellent internal resources for the research (postdocs, PhD students, technicians, lab space and project-specific facilities) as well as a competitive salary. The contract may be prolonged for up to four years, depending on performance and confirmation of funding at the time of review. 2) is this position restricted to people working on marine organisms? 3) @2 it would seem so: ""Although all current groups work on animals, projects on other marine organisms will also be considered."" So, algae and cyanobacteria may be fine, but snow leopards maybe not so much. 4) @2 using marine organisms as models is part of the mission of the center. 5)""It is also a goal to recruit people with immigrant backgrounds. People with immigrant backgrounds and people with disabilities are encouraged to apply for the position.""",,FALSE,"1) A contract of six years will be offered to successful candidates, with excellent internal resources for the research (postdocs, PhD students, technicians, lab space and project-specific facilities) as well as a competitive salary. The contract may be prolonged for up to four years, depending on performance and confirmation of funding at the time of review. 2) is this position restricted to people working on marine organisms? 3) @2 it would seem so: ""Although all current groups work on animals, projects on other marine organisms will also be considered."" So, algae and cyanobacteria may be fine, but snow leopards maybe not so much. 4) @2 using marine organisms as models is part of the mission of the center. 5)""It is also a goal to recruit people with immigrant backgrounds. People with immigrant backgrounds and people with disabilities are encouraged to apply for the position.""",
9/23/2020 15:16,Institut Polytechnique UniLasalle,France,"Ecology, Microbial Soil Ecology & Agroecology",10/16/2020,https://euraxess.ec.europa.eu/jobs/558929,Asst / Assoc Prof,Tenure Track,9/29/2020 7:01,"I can't seem to find in the ad what materials they want, only the deadline and where to send application. Does anyone else see it? 2) No. If you're interested maybe check in with them? I live in France (but am not applying here) & positions can be complicated - it's unclear to me from reading this if they are just advertising the lab space/teaching gig but they expect you to already have a CNRS etc position. 3) As a general rule, ALWAYS check the university's own website for job applications rather than only relying on third party job sites. In this case, here is the full advertisement with more details including materials: https://www.unilasalle.fr/en/offres-emploi/assistant-associate-professor-ecology",,FALSE,"I can't seem to find in the ad what materials they want, only the deadline and where to send application. Does anyone else see it? 2) No. If you're interested maybe check in with them? I live in France (but am not applying here) & positions can be complicated - it's unclear to me from reading this if they are just advertising the lab space/teaching gig but they expect you to already have a CNRS etc position. 3) As a general rule, ALWAYS check the university's own website for job applications rather than only relying on third party job sites. In this case, here is the full advertisement with more details including materials: https://www.unilasalle.fr/en/offres-emploi/assistant-associate-professor-ecology",
9/23/2020 15:13,Wageningen University,Netherlands,Marine Animal Ecology,10/4/2020,https://euraxess.ec.europa.eu/jobs/560388,Lecturer,Fixed Term,10/22/2020 16:35,Teaching position. Unclear from the advertisement whether it is temporary or permanent. 2) @1 it's temporary. 3) rejection email 10/22/2020,1,FALSE,Teaching position. Unclear from the advertisement whether it is temporary or permanent. 2) @1 it's temporary. 3) rejection email 10/22/2020,1
9/23/2020 15:10,University of Ljubljana,Slovenia,Ecology,10/5/2020,https://www.timeshighereducation.com/unijobs/listing/216146/assistant-professor-associate-professor-full-professor-in-ecology-/,Rank Open,Tenure Track,9/23/2020 16:44,"""Research achievements in the field of ecology of agroecosystems ... knowledge of Slovenian and English language."" ",,FALSE,"""Research achievements in the field of ecology of agroecosystems ... knowledge of Slovenian and English language."" ",
9/23/2020 15:08,Swedish University of Agricultural Sciences (SLU),Sweden,Weed ecology and management,11/8/2020,https://www.slu.se/en/about-slu/work-at-slu/jobs-vacancies/?rmpage=job&rmjob=4041&rmlang=UK,Full Prof,Tenure Track,,,,FALSE,,
9/23/2020 10:02,Texas A&M International University,Texas,Microbiology,11/15/2020,https://www.higheredjobs.com/faculty/details.cfm?JobCode=177322074&Title=Assistant%20Professor%20of%20Microbiology,Asst Prof,Tenure Track,9/23/2020 10:03,Decent start up package. Small but growing department with unique opportunities available.,,FALSE,Decent start up package. Small but growing department with unique opportunities available.,
9/23/2020 9:59,Texas A&M International University,Texas,Genetics (Bioinformatics),11/15/2020,https://www.higheredjobs.com/faculty/details.cfm?JobCode=177322047&Title=Assistant%20Professor%20of%20Biology%20%28Genetics%29,Asst Prof,Tenure Track,9/30/2020 14:16,"Decent start up package. Small but growing department with unique opportunities available. 2) ""faculty only teach 12 semester credit hours per year in the first two years of hire. In year 3, faculty only teach 15 semester credit hours. Years four through sixth are carry a reduced teaching load; a total of only 18 semester credit hours"". this is a very high load - don't expect to be able to do too much research with that. ""only"" is a bit misleading here. 3) The teaching load is still lighter than at a typical teaching-focused institution, which is usually 24 semester credit hours per year. 4) you're out of your mind, I was at a teaching institution and with 15-18hrs/week had a 3/4 load per semester. 24 is Community college. 5) I agree with #3. Where I'm at - I teach a 2/2 load, but with labs, etc. it adds up to 24 contact hours (12/semester)",,FALSE,"Decent start up package. Small but growing department with unique opportunities available. 2) ""faculty only teach 12 semester credit hours per year in the first two years of hire. In year 3, faculty only teach 15 semester credit hours. Years four through sixth are carry a reduced teaching load; a total of only 18 semester credit hours"". this is a very high load - don't expect to be able to do too much research with that. ""only"" is a bit misleading here. 3) The teaching load is still lighter than at a typical teaching-focused institution, which is usually 24 semester credit hours per year. 4) you're out of your mind, I was at a teaching institution and with 15-18hrs/week had a 3/4 load per semester. 24 is Community college. 5) I agree with #3. Where I'm at - I teach a 2/2 load, but with labs, etc. it adds up to 24 contact hours (12/semester)",
9/21/2020 14:57,Université du Québec à Trois-Rivières,Canada,Watershed-Aquatic Ecosystem Interactions,11/10/2020,https://www.researchgate.net/job/945250_Tier_2_Canada_Research_Chair_in_Watershed-Aquatic_Ecosystem_Interactions,Asst / Assoc Prof,Tenure Track,9/21/2020 14:38,Tier 2 Canada Research Chair,,FALSE,Tier 2 Canada Research Chair,
9/21/2020 12:15,Yale University,Connecticut,"Microbiology, Health & Disease",11/1/2020,https://microbialsciences.yale.edu/sites/default/files/files/MSI%20Position%20Announcement.pdf,Rank Open,Tenure Track,9/21/2020 12:16,Microbial Sciences Institute ,,FALSE,Microbial Sciences Institute ,
9/21/2020 7:10,University of Iceland,Europe (Other),Invertebrate Zoology,10/12/2020,http://luvs.hi.is/frettir/2020_09_16/assistant_professor_zoology_invertebrates_faculty_life_and_environmental_sciences_university_iceland,Asst Prof,Tenure Track,10/2/2020 19:39,"Looks like there is an option to teach classes in English, although also some expectation that faculty learn Icelandic. But they pay for language courses and you can request a reduced teaching load while you learn. Sounds like a cool opportunity! 2) Just to let interested applicants know that I enquired and it seems they will take the ""Invertebrate zoology"" topic rather literally. Some departments take IZ to mean ""anything that's alive and isn't a vertebrate or a plant"", but here it seems they really mean animals that don't have vertebrae. 3) Why is this surprising? Do Invert Zoo jobs really hire mycologists and microbiologists? x2 4) I've seen IZ jobs filled by protistologists at least twice. 5) Yes, my institution does not have a microbiology department, so basically anyone who doesn't work on plants or vertebrates ends up in IZ.",3,FALSE,"Looks like there is an option to teach classes in English, although also some expectation that faculty learn Icelandic. But they pay for language courses and you can request a reduced teaching load while you learn. Sounds like a cool opportunity! 2) Just to let interested applicants know that I enquired and it seems they will take the ""Invertebrate zoology"" topic rather literally. Some departments take IZ to mean ""anything that's alive and isn't a vertebrate or a plant"", but here it seems they really mean animals that don't have vertebrae. 3) Why is this surprising? Do Invert Zoo jobs really hire mycologists and microbiologists? x2 4) I've seen IZ jobs filled by protistologists at least twice. 5) Yes, my institution does not have a microbiology department, so basically anyone who doesn't work on plants or vertebrates ends up in IZ.",3
