,Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied",insti_ranking
992,,,,,,,,,,,1,FALSE,,1,Other
993,,,,,,,,,,,1,FALSE,,1,Other
994,,,,,,,,,,,1,FALSE,,1,Other
995,,,,,,,,,,,1,FALSE,,1,Other
996,,,,,,,,,,,1,FALSE,,1,Other
997,,,,,,,,,,,1,FALSE,,1,Other
998,,,,,,,,,,,1,FALSE,,1,Other
999,,,,,,,,,,,1,FALSE,,1,Other
1000,,,,,,,,,,,1,FALSE,,1,Other
1001,,,,,,,,,,,1,FALSE,,1,Other
1002,,,,,,,,,,,1,FALSE,,1,Other
1003,,,,,,,,,,,1,FALSE,,1,Other
1004,,,,,,,,,,,1,FALSE,,1,Other
1005,,,,,,,,,,,1,FALSE,,1,Other
1006,,,,,,,,,,,1,FALSE,,1,Other
1007,,,,,,,,,,,1,FALSE,,1,Other
1008,,,,,,,,,,,1,FALSE,,1,Other
1009,,,,,,,,,,,1,FALSE,,1,Other
1010,,,,,,,,,,,1,FALSE,,1,Other
1011,,,,,,,,,,,1,FALSE,,1,Other
1012,,,,,,,,,,,1,FALSE,,1,Other
1013,,,,,,,,,,,1,FALSE,,1,Other
1014,,,,,,,,,,,1,FALSE,,1,Other
1015,,,,,,,,,,,1,FALSE,,1,Other
1016,,,,,,,,,,,1,FALSE,,1,Other
1017,,,,,,,,,,,1,FALSE,,1,Other
1018,,,,,,,,,,,1,FALSE,,1,Other
1019,,,,,,,,,,,1,FALSE,,1,Other
1020,,,,,,,,,,,1,FALSE,,1,Other
1021,,,,,,,,,,,1,FALSE,,1,Other
1022,,,,,,,,,,,1,FALSE,,1,Other
1023,,,,,,,,,,,1,FALSE,,1,Other
1024,,,,,,,,,,,1,FALSE,,1,Other
1025,,,,,,,,,,,1,FALSE,,1,Other
1026,,,,,,,,,,,1,FALSE,,1,Other
1027,,,,,,,,,,,1,FALSE,,1,Other
1028,,,,,,,,,,,1,FALSE,,1,Other
1029,,,,,,,,,,,1,FALSE,,1,Other
1030,,,,,,,,,,,1,FALSE,,1,Other
1031,,,,,,,,,,,1,FALSE,,1,Other
1032,,,,,,,,,,,1,FALSE,,1,Other
1033,,,,,,,,,,,1,FALSE,,1,Other
1034,,,,,,,,,,,1,FALSE,,1,Other
1035,,,,,,,,,,,1,FALSE,,1,Other
1036,,,,,,,,,,,1,FALSE,,1,Other
1037,,,,,,,,,,,1,FALSE,,1,Other
1038,,,,,,,,,,,1,FALSE,,1,Other
1039,,,,,,,,,,,1,FALSE,,1,Other
1040,,,,,,,,,,,1,FALSE,,1,Other
1041,,,,,,,,,,,1,FALSE,,1,Other
1042,,,,,,,,,,,1,FALSE,,1,Other
1043,,,,,,,,,,,1,FALSE,,1,Other
1044,,,,,,,,,,,1,FALSE,,1,Other
1045,,,,,,,,,,,1,FALSE,,1,Other
1046,,,,,,,,,,,1,FALSE,,1,Other
1047,,,,,,,,,,,1,FALSE,,1,Other
1048,,,,,,,,,,,1,FALSE,,1,Other
1049,,,,,,,,,,,1,FALSE,,1,Other
1050,,,,,,,,,,,1,FALSE,,1,Other
1051,,,,,,,,,,,1,FALSE,,1,Other
1052,,,,,,,,,,,1,FALSE,,1,Other
1053,,,,,,,,,,,1,FALSE,,1,Other
1054,,,,,,,,,,,1,FALSE,,1,Other
1055,,,,,,,,,,,1,FALSE,,1,Other
1056,,,,,,,,,,,1,FALSE,,1,Other
1057,,,,,,,,,,,1,FALSE,,1,Other
1058,,,,,,,,,,,1,FALSE,,1,Other
1059,,,,,,,,,,,1,FALSE,,1,Other
1060,,,,,,,,,,,1,FALSE,,1,Other
1061,,,,,,,,,,,1,FALSE,,1,Other
1062,,,,,,,,,,,1,FALSE,,1,Other
1063,,,,,,,,,,,1,FALSE,,1,Other
1064,,,,,,,,,,,1,FALSE,,1,Other
1065,,,,,,,,,,,1,FALSE,,1,Other
1066,,,,,,,,,,,1,FALSE,,1,Other
1067,,,,,,,,,,,1,FALSE,,1,Other
1068,,,,,,,,,,,1,FALSE,,1,Other
1069,,,,,,,,,,,1,FALSE,,1,Other
1070,,,,,,,,,,,1,FALSE,,1,Other
1071,,,,,,,,,,,1,FALSE,,1,Other
1072,,,,,,,,,,,1,FALSE,,1,Other
1073,,,,,,,,,,,1,FALSE,,1,Other
1074,,,,,,,,,,,1,FALSE,,1,Other
1075,,,,,,,,,,,1,FALSE,,1,Other
1076,,,,,,,,,,,1,FALSE,,1,Other
1077,,,,,,,,,,,1,FALSE,,1,Other
1078,,,,,,,,,,,1,FALSE,,1,Other
1079,,,,,,,,,,,1,FALSE,,1,Other
1080,,,,,,,,,,,1,FALSE,,1,Other
1081,,,,,,,,,,,1,FALSE,,1,Other
1082,,,,,,,,,,,1,FALSE,,1,Other
1083,,,,,,,,,,,1,FALSE,,1,Other
1084,,,,,,,,,,,1,FALSE,,1,Other
1085,,,,,,,,,,,1,FALSE,,1,Other
1086,,,,,,,,,,,1,FALSE,,1,Other
1087,,,,,,,,,,,1,FALSE,,1,Other
1088,,,,,,,,,,,1,FALSE,,1,Other
1089,,,,,,,,,,,1,FALSE,,1,Other
1090,,,,,,,,,,,1,FALSE,,1,Other
1091,,,,,,,,,,,1,FALSE,,1,Other
1092,,,,,,,,,,,1,FALSE,,1,Other
1093,,,,,,,,,,,1,FALSE,,1,Other
1094,,,,,,,,,,,1,FALSE,,1,Other
1095,,,,,,,,,,,1,FALSE,,1,Other
1096,,,,,,,,,,,1,FALSE,,1,Other
1097,,,,,,,,,,,1,FALSE,,1,Other
1098,,,,,,,,,,,1,FALSE,,1,Other
1099,,,,,,,,,,,1,FALSE,,1,Other
1100,,,,,,,,,,,1,FALSE,,1,Other
1101,,,,,,,,,,,1,FALSE,,1,Other
1102,,,,,,,,,,,1,FALSE,,1,Other
1103,,,,,,,,,,,1,FALSE,,1,Other
1104,,,,,,,,,,,1,FALSE,,1,Other
1105,,,,,,,,,,,1,FALSE,,1,Other
1106,,,,,,,,,,,1,FALSE,,1,Other
1107,,,,,,,,,,,1,FALSE,,1,Other
1108,,,,,,,,,,,1,FALSE,,1,Other
1109,,,,,,,,,,,1,FALSE,,1,Other
1110,,,,,,,,,,,1,FALSE,,1,Other
1111,,,,,,,,,,,1,FALSE,,1,Other
1112,,,,,,,,,,,1,FALSE,,1,Other
1113,,,,,,,,,,,1,FALSE,,1,Other
1114,,,,,,,,,,,1,FALSE,,1,Other
1115,,,,,,,,,,,1,FALSE,,1,Other
1116,,,,,,,,,,,1,FALSE,,1,Other
1117,,,,,,,,,,,1,FALSE,,1,Other
1118,,,,,,,,,,,1,FALSE,,1,Other
1119,,,,,,,,,,,1,FALSE,,1,Other
1120,,,,,,,,,,,1,FALSE,,1,Other
1121,,,,,,,,,,,1,FALSE,,1,Other
1122,,,,,,,,,,,1,FALSE,,1,Other
1123,,,,,,,,,,,1,FALSE,,1,Other
1124,,,,,,,,,,,1,FALSE,,1,Other
1125,,,,,,,,,,,1,FALSE,,1,Other
1126,,,,,,,,,,,1,FALSE,,1,Other
1127,,,,,,,,,,,1,FALSE,,1,Other
1128,,,,,,,,,,,1,FALSE,,1,Other
1129,,,,,,,,,,,1,FALSE,,1,Other
1130,,,,,,,,,,,1,FALSE,,1,Other
1131,,,,,,,,,,,1,FALSE,,1,Other
1132,,,,,,,,,,,1,FALSE,,1,Other
1133,,,,,,,,,,,1,FALSE,,1,Other
1134,,,,,,,,,,,1,FALSE,,1,Other
1135,,,,,,,,,,,1,FALSE,,1,Other
1136,,,,,,,,,,,1,FALSE,,1,Other
1137,,,,,,,,,,,1,FALSE,,1,Other
1138,,,,,,,,,,,1,FALSE,,1,Other
1139,,,,,,,,,,,1,FALSE,,1,Other
1140,,,,,,,,,,,1,FALSE,,1,Other
1141,,,,,,,,,,,1,FALSE,,1,Other
1142,,,,,,,,,,,1,FALSE,,1,Other
1143,,,,,,,,,,,1,FALSE,,1,Other
1144,,,,,,,,,,,1,FALSE,,1,Other
1145,,,,,,,,,,,1,FALSE,,1,Other
1146,,,,,,,,,,,1,FALSE,,1,Other
1147,,,,,,,,,,,1,FALSE,,1,Other
1148,,,,,,,,,,,1,FALSE,,1,Other
1149,,,,,,,,,,,1,FALSE,,1,Other
1150,,,,,,,,,,,1,FALSE,,1,Other
1151,,,,,,,,,,,1,FALSE,,1,Other
1152,,,,,,,,,,,1,FALSE,,1,Other
1153,,,,,,,,,,,1,FALSE,,1,Other
1154,,,,,,,,,,,1,FALSE,,1,Other
1155,,,,,,,,,,,1,FALSE,,1,Other
1156,,,,,,,,,,,1,FALSE,,1,Other
1157,,,,,,,,,,,1,FALSE,,1,Other
1158,,,,,,,,,,,1,FALSE,,1,Other
1159,,,,,,,,,,,1,FALSE,,1,Other
1160,,,,,,,,,,,1,FALSE,,1,Other
1161,,,,,,,,,,,1,FALSE,,1,Other
1162,,,,,,,,,,,1,FALSE,,1,Other
1163,,,,,,,,,,,1,FALSE,,1,Other
1164,,,,,,,,,,,1,FALSE,,1,Other
1165,,,,,,,,,,,1,FALSE,,1,Other
1166,,,,,,,,,,,1,FALSE,,1,Other
1167,,,,,,,,,,,1,FALSE,,1,Other
1168,,,,,,,,,,,1,FALSE,,1,Other
1169,,,,,,,,,,,1,FALSE,,1,Other
1170,,,,,,,,,,,1,FALSE,,1,Other
1171,,,,,,,,,,,1,FALSE,,1,Other
1172,,,,,,,,,,,1,FALSE,,1,Other
1173,,,,,,,,,,,1,FALSE,,1,Other
1174,,,,,,,,,,,1,FALSE,,1,Other
1175,,,,,,,,,,,1,FALSE,,1,Other
1176,,,,,,,,,,,1,FALSE,,1,Other
1177,,,,,,,,,,,1,FALSE,,1,Other
1178,,,,,,,,,,,1,FALSE,,1,Other
1179,,,,,,,,,,,1,FALSE,,1,Other
1180,,,,,,,,,,,1,FALSE,,1,Other
1181,,,,,,,,,,,1,FALSE,,1,Other
1182,,,,,,,,,,,1,FALSE,,1,Other
1183,,,,,,,,,,,1,FALSE,,1,Other
1184,,,,,,,,,,,1,FALSE,,1,Other
1185,,,,,,,,,,,1,FALSE,,1,Other
1186,,,,,,,,,,,1,FALSE,,1,Other
1187,,,,,,,,,,,1,FALSE,,1,Other
1188,,,,,,,,,,,1,FALSE,,1,Other
1189,,,,,,,,,,,1,FALSE,,1,Other
1190,,,,,,,,,,,1,FALSE,,1,Other
1191,,,,,,,,,,,1,FALSE,,1,Other
1192,,,,,,,,,,,1,FALSE,,1,Other
1193,,,,,,,,,,,1,FALSE,,1,Other
1194,,,,,,,,,,,1,FALSE,,1,Other
1195,,,,,,,,,,,1,FALSE,,1,Other
1196,,,,,,,,,,,1,FALSE,,1,Other
1197,,,,,,,,,,,1,FALSE,,1,Other
1198,,,,,,,,,,,1,FALSE,,1,Other
1199,,,,,,,,,,,1,FALSE,,1,Other
1200,,,,,,,,,,,1,FALSE,,1,Other
1201,,,,,,,,,,,1,FALSE,,1,Other
1202,,,,,,,,,,,1,FALSE,,1,Other
1203,,,,,,,,,,,1,FALSE,,1,Other
1204,,,,,,,,,,,1,FALSE,,1,Other
1205,,,,,,,,,,,1,FALSE,,1,Other
1206,,,,,,,,,,,1,FALSE,,1,Other
1207,,,,,,,,,,,1,FALSE,,1,Other
1208,,,,,,,,,,,1,FALSE,,1,Other
1209,,,,,,,,,,,1,FALSE,,1,Other
1210,,,,,,,,,,,1,FALSE,,1,Other
1211,,,,,,,,,,,1,FALSE,,1,Other
1212,,,,,,,,,,,1,FALSE,,1,Other
1213,,,,,,,,,,,1,FALSE,,1,Other
1214,,,,,,,,,,,1,FALSE,,1,Other
1215,,,,,,,,,,,1,FALSE,,1,Other
1216,,,,,,,,,,,1,FALSE,,1,Other
1217,,,,,,,,,,,1,FALSE,,1,Other
1218,,,,,,,,,,,1,FALSE,,1,Other
1219,,,,,,,,,,,1,FALSE,,1,Other
1220,,,,,,,,,,,1,FALSE,,1,Other
1221,,,,,,,,,,,1,FALSE,,1,Other
1222,,,,,,,,,,,1,FALSE,,1,Other
1223,,,,,,,,,,,1,FALSE,,1,Other
1224,,,,,,,,,,,1,FALSE,,1,Other
1225,,,,,,,,,,,1,FALSE,,1,Other
1226,,,,,,,,,,,1,FALSE,,1,Other
1227,,,,,,,,,,,1,FALSE,,1,Other
1228,,,,,,,,,,,1,FALSE,,1,Other
1229,,,,,,,,,,,1,FALSE,,1,Other
1230,,,,,,,,,,,1,FALSE,,1,Other
1231,,,,,,,,,,,1,FALSE,,1,Other
1232,,,,,,,,,,,1,FALSE,,1,Other
1233,,,,,,,,,,,1,FALSE,,1,Other
1234,,,,,,,,,,,1,FALSE,,1,Other
1235,,,,,,,,,,,1,FALSE,,1,Other
1236,,,,,,,,,,,1,FALSE,,1,Other
1237,,,,,,,,,,,1,FALSE,,1,Other
1238,,,,,,,,,,,1,FALSE,,1,Other
1239,,,,,,,,,,,1,FALSE,,1,Other
1240,,,,,,,,,,,1,FALSE,,1,Other
1241,,,,,,,,,,,1,FALSE,,1,Other
1242,,,,,,,,,,,1,FALSE,,1,Other
1243,,,,,,,,,,,1,FALSE,,1,Other
1244,,,,,,,,,,,1,FALSE,,1,Other
1245,,,,,,,,,,,1,FALSE,,1,Other
1246,,,,,,,,,,,1,FALSE,,1,Other
1247,,,,,,,,,,,1,FALSE,,1,Other
1248,,,,,,,,,,,1,FALSE,,1,Other
1249,,,,,,,,,,,1,FALSE,,1,Other
1250,,,,,,,,,,,1,FALSE,,1,Other
1251,,,,,,,,,,,1,FALSE,,1,Other
1252,,,,,,,,,,,1,FALSE,,1,Other
1253,,,,,,,,,,,1,FALSE,,1,Other
1254,,,,,,,,,,,1,FALSE,,1,Other
1255,,,,,,,,,,,1,FALSE,,1,Other
1256,,,,,,,,,,,1,FALSE,,1,Other
1257,,,,,,,,,,,1,FALSE,,1,Other
1258,,,,,,,,,,,1,FALSE,,1,Other
1259,,,,,,,,,,,1,FALSE,,1,Other
1260,,,,,,,,,,,1,FALSE,,1,Other
1261,,,,,,,,,,,1,FALSE,,1,Other
1262,,,,,,,,,,,1,FALSE,,1,Other
1263,,,,,,,,,,,1,FALSE,,1,Other
1264,,,,,,,,,,,1,FALSE,,1,Other
1265,,,,,,,,,,,1,FALSE,,1,Other
1266,,,,,,,,,,,1,FALSE,,1,Other
1267,,,,,,,,,,,1,FALSE,,1,Other
1268,,,,,,,,,,,1,FALSE,,1,Other
1269,,,,,,,,,,,1,FALSE,,1,Other
1270,,,,,,,,,,,1,FALSE,,1,Other
1271,,,,,,,,,,,1,FALSE,,1,Other
1272,,,,,,,,,,,1,FALSE,,1,Other
1273,,,,,,,,,,,1,FALSE,,1,Other
1274,,,,,,,,,,,1,FALSE,,1,Other
1275,,,,,,,,,,,1,FALSE,,1,Other
1276,,,,,,,,,,,1,FALSE,,1,Other
1277,,,,,,,,,,,1,FALSE,,1,Other
1278,,,,,,,,,,,1,FALSE,,1,Other
1279,,,,,,,,,,,1,FALSE,,1,Other
1280,,,,,,,,,,,1,FALSE,,1,Other
1281,,,,,,,,,,,1,FALSE,,1,Other
1282,,,,,,,,,,,1,FALSE,,1,Other
1283,,,,,,,,,,,1,FALSE,,1,Other
1284,,,,,,,,,,,1,FALSE,,1,Other
1285,,,,,,,,,,,1,FALSE,,1,Other
1286,,,,,,,,,,,1,FALSE,,1,Other
1287,,,,,,,,,,,1,FALSE,,1,Other
1288,,,,,,,,,,,1,FALSE,,1,Other
1289,,,,,,,,,,,1,FALSE,,1,Other
1290,,,,,,,,,,,1,FALSE,,1,Other
1291,,,,,,,,,,,1,FALSE,,1,Other
1292,,,,,,,,,,,1,FALSE,,1,Other
1293,,,,,,,,,,,1,FALSE,,1,Other
1294,,,,,,,,,,,1,FALSE,,1,Other
1295,,,,,,,,,,,1,FALSE,,1,Other
1296,,,,,,,,,,,1,FALSE,,1,Other
1297,,,,,,,,,,,1,FALSE,,1,Other
1298,,,,,,,,,,,1,FALSE,,1,Other
1299,,,,,,,,,,,1,FALSE,,1,Other
1300,,,,,,,,,,,1,FALSE,,1,Other
1301,,,,,,,,,,,1,FALSE,,1,Other
1302,,,,,,,,,,,1,FALSE,,1,Other
1303,,,,,,,,,,,1,FALSE,,1,Other
1304,,,,,,,,,,,1,FALSE,,1,Other
1305,,,,,,,,,,,1,FALSE,,1,Other
1306,,,,,,,,,,,1,FALSE,,1,Other
1307,,,,,,,,,,,1,FALSE,,1,Other
1308,,,,,,,,,,,1,FALSE,,1,Other
1309,,,,,,,,,,,1,FALSE,,1,Other
1310,,,,,,,,,,,1,FALSE,,1,Other
1311,,,,,,,,,,,1,FALSE,,1,Other
1312,,,,,,,,,,,1,FALSE,,1,Other
1313,,,,,,,,,,,1,FALSE,,1,Other
1314,,,,,,,,,,,1,FALSE,,1,Other
1315,,,,,,,,,,,1,FALSE,,1,Other
1316,,,,,,,,,,,1,FALSE,,1,Other
1317,,,,,,,,,,,1,FALSE,,1,Other
1318,,,,,,,,,,,1,FALSE,,1,Other
1319,,,,,,,,,,,1,FALSE,,1,Other
1320,,,,,,,,,,,1,FALSE,,1,Other
1321,,,,,,,,,,,1,FALSE,,1,Other
1322,,,,,,,,,,,1,FALSE,,1,Other
1323,,,,,,,,,,,1,FALSE,,1,Other
1324,,,,,,,,,,,1,FALSE,,1,Other
1325,,,,,,,,,,,1,FALSE,,1,Other
1326,,,,,,,,,,,1,FALSE,,1,Other
1327,,,,,,,,,,,1,FALSE,,1,Other
1328,,,,,,,,,,,1,FALSE,,1,Other
1329,,,,,,,,,,,1,FALSE,,1,Other
1330,,,,,,,,,,,1,FALSE,,1,Other
1331,,,,,,,,,,,1,FALSE,,1,Other
1332,,,,,,,,,,,1,FALSE,,1,Other
1333,,,,,,,,,,,1,FALSE,,1,Other
1334,,,,,,,,,,,1,FALSE,,1,Other
1335,,,,,,,,,,,1,FALSE,,1,Other
1336,,,,,,,,,,,1,FALSE,,1,Other
1337,,,,,,,,,,,1,FALSE,,1,Other
1338,,,,,,,,,,,1,FALSE,,1,Other
1339,,,,,,,,,,,1,FALSE,,1,Other
1340,,,,,,,,,,,1,FALSE,,1,Other
1341,,,,,,,,,,,1,FALSE,,1,Other
1342,,,,,,,,,,,1,FALSE,,1,Other
1343,,,,,,,,,,,1,FALSE,,1,Other
1344,,,,,,,,,,,1,FALSE,,1,Other
1345,,,,,,,,,,,1,FALSE,,1,Other
1346,,,,,,,,,,,1,FALSE,,1,Other
1347,,,,,,,,,,,1,FALSE,,1,Other
1348,,,,,,,,,,,1,FALSE,,1,Other
1349,,,,,,,,,,,1,FALSE,,1,Other
1350,,,,,,,,,,,1,FALSE,,1,Other
1351,,,,,,,,,,,1,FALSE,,1,Other
1352,,,,,,,,,,,1,FALSE,,1,Other
1353,,,,,,,,,,,1,FALSE,,1,Other
1354,,,,,,,,,,,1,FALSE,,1,Other
1355,,,,,,,,,,,1,FALSE,,1,Other
1356,,,,,,,,,,,1,FALSE,,1,Other
1357,,,,,,,,,,,1,FALSE,,1,Other
1358,,,,,,,,,,,1,FALSE,,1,Other
1359,,,,,,,,,,,1,FALSE,,1,Other
1360,,,,,,,,,,,1,FALSE,,1,Other
1361,,,,,,,,,,,1,FALSE,,1,Other
1362,,,,,,,,,,,1,FALSE,,1,Other
1363,,,,,,,,,,,1,FALSE,,1,Other
1364,,,,,,,,,,,1,FALSE,,1,Other
1365,,,,,,,,,,,1,FALSE,,1,Other
1366,,,,,,,,,,,1,FALSE,,1,Other
1367,,,,,,,,,,,1,FALSE,,1,Other
1368,,,,,,,,,,,1,FALSE,,1,Other
